72057594037929592;0,2298506;0,4299871;2,701169;159217732,5187
72057594037929592;0,2290151;0,4301929;2,699433;159217765,5358
72057594037929592;0,2285033;0,4299647;2,698551;159217799,6069
72057594037929592;0,2282208;0,4298399;2,697472;159217832,5511
72057594037929592;0,228599;0,4298066;2,695792;159217865,5538
72057594037929592;0,2286984;0,4295445;2,694371;159217899,6257
72057594037929592;0,2286609;0,429387;2,692784;159217932,532
72057594037929592;0,2288633;0,4294255;2,690681;159217965,5291
72057594037929592;0,2287152;0,4292671;2,68901;159217999,645
72057594037929592;0,2274185;0,4293462;2,686595;159218032,5295
72057594037929592;0,2245619;0,4292816;2,684193;159218065,5228
72057594037929592;0,2195131;0,4297526;2,680981;159218098,6184
72057594037929592;0,2153735;0,4301889;2,677339;159218132,5321
72057594037929592;0,2089652;0,4308201;2,673806;159218165,5556
72057594037929592;0,2028419;0,431858;2,672102;159218199,6113
72057594037929592;0,1981284;0,4320998;2,670532;159218232,5385
72057594037929592;0,1933258;0,432191;2,669147;159218265,5467
72057594037929592;0,1883506;0,4324054;2,669105;159218299,6037
72057594037929592;0,1841257;0,4326602;2,668236;159218332,5211
72057594037929592;0,1795637;0,431932;2,66848;159218365,5246
72057594037929592;0,174723;0,4315966;2,669259;159218399,6003
72057594037929592;0,1726864;0,4315992;2,669412;159218432,5322
72057594037929592;0,1698072;0,4318412;2,669791;159218465,54
72057594037929592;0,1670826;0,4317807;2,670775;159218499,614
72057594037929592;0,1655875;0,4317911;2,671333;159218532,5361
72057594037929592;0,1637104;0,4316703;2,672256;159218565,5247
72057594037929592;0,1621553;0,4313653;2,673125;159218599,6047
72057594037929592;0,1606847;0,431423;2,673609;159218632,5208
72057594037929592;0,1583876;0,4314296;2,673895;159218665,5409
72057594037929592;0,1555886;0,4313153;2,674376;159218698,5974
72057594037929592;0,1517908;0,4314533;2,67563;159218732,5251
72057594037929592;0,1449515;0,4311796;2,675409;159218765,5367
72057594037929592;0,137824;0,4313768;2,675631;159218799,6142
72057594037929592;0,1297527;0,4325894;2,674223;159218832,5324
72057594037929592;0,1184346;0,4320753;2,673709;159218865,5321
72057594037929592;0,1031888;0,4320385;2,672876;159218899,6001
72057594037929592;0,08934862;0,4325579;2,67151;159218932,5281
72057594037929592;0,0752452;0,4314215;2,670352;159218965,5257
72057594037929592;0,06284086;0,4315626;2,666398;159218999,6104
72057594037929592;0,04762376;0,4317878;2,66318;159219032,5201
72057594037929592;0,03472205;0,4309165;2,657171;159219065,539
72057594037929592;0,02452779;0,4309854;2,651838;159219099,6049
72057594037929592;0,01819254;0,4309852;2,646735;159219132,5278
72057594037929592;0,01292176;0,4313097;2,642951;159219165,5369
72057594037929592;0,007224572;0,431159;2,636518;159219199,6156
72057594037929592;0,003221724;0,4303172;2,63039;159219232,5266
72057594037929592;0,002239803;0,4298908;2,625293;159219265,5335
72057594037929592;0,003167084;0,4303085;2,616032;159219299,6054
72057594037929592;0,007047604;0,4308171;2,606546;159219332,5437
72057594037929592;0,01203971;0,4322568;2,597906;159219365,5412
72057594037929592;0,01965218;0,4314463;2,586849;159219398,5925
72057594037929592;0,0280952;0,4299753;2,576466;159219432,5365
